VISIT_AREA_NM,SIDO,GUNGU,VISIT_AREA_TYPE_CD,RESIDENCE_TIME_MIN_mean,RCMDTN_INTENTION_mean,REVISIT_YN_mean,TRAVEL_COMPANIONS_NUM_mean,REVISIT_INTENTION_mean,ROAD_NM_ADDR,LOTNO_ADDR,X_COORD,Y_COORD
이케아 동부산점,부산,기장군,4.0,96.66666666666669,4.481481481481482,0.3703703703703703,1.3703703703703705,4.296296296296297,동부산관광3로 17,,129.2104793,35.19079654
영일대해수욕장,경북,포항시,1.0,57.5,4.416666666666667,0.4166666666666667,1.3833333333333333,4.383333333333334,경상북도 포항시 북구 해안로 82,경북 포항시 북구 두호동 685-1,129.378187,36.05506957
휴휴암,강원,양양군,2.0,40.0,4.333333333333333,0.1333333333333333,1.8666666666666667,4.2,강원 양양군 현남면 광진2길 3-16,강원 양양군 현남면 광진리 1,128.7676497,37.96122123
강릉대도호부 관아,강원,강릉시,2.0,78.0,3.8,0.2,1.6,3.6,,강원 강릉시 명주동,128.8919746,37.75258263
하평해변,강원,강릉시,1.0,50.0,4.0,0.1111111111111111,1.6666666666666667,4.0,,강원 강릉시 사천면 사천진리,128.870395,37.8458398
센텀시티 스파랜드,부산,해운대구,6.0,207.69230769230768,4.6923076923076925,0.1538461538461538,1.3076923076923077,4.230769230769231,부산 해운대구 센텀남대로 35,부산 해운대구 우동 1495,129.1290782,35.16863841
대왕암공원 출렁다리,울산,동구,1.0,57.69230769230769,4.769230769230769,0.0769230769230769,1.0,4.230769230769231,,울산 동구 일산동 905,129.4375145,35.4929316
첨성대,경북,경주시,2.0,40.89473684210526,4.394736842105263,0.7,1.2263157894736842,4.326315789473684,,경북 경주시 인왕동 910-30,129.2190202,35.83471805
김광석다시그리기길,대구,중구,4.0,46.36363636363637,4.090909090909091,0.0909090909090909,1.2727272727272727,3.727272727272727,,대구 중구 대봉동 6-11,128.6069534,35.86028512
해운대블루라인파크 송정정거장,부산,해운대구,1.0,60.0,4.153846153846154,0.0769230769230769,1.4615384615384617,3.923076923076923,부산광역시 해운대구 송정중앙로8번길 60,부산 해운대구 송정동 299-20,129.2000744,35.18108087
오대산월정사 전나무숲길,강원,평창군,1.0,53.333333333333336,4.666666666666667,0.2222222222222222,1.6666666666666667,4.444444444444445,,강원 평창군 진부면 동산리,128.5958847,37.72843965
장생포고래생태체험관,울산,남구,13.0,64.28571428571429,4.428571428571429,0.1428571428571428,2.571428571428572,4.285714285714286,울산 남구 장생포고래로 248,울산 남구 매암동 139-29,129.3821587,35.502259
경포해수욕장,강원,강릉시,1.0,65.6842105263158,4.515789473684211,0.5263157894736842,1.4421052631578948,4.421052631578948,강원 강릉시 창해로 514,강원 강릉시 강문동 산 1,128.9102102,37.80340551
경주문무대왕릉,경북,경주시,2.0,47.142857142857146,4.071428571428571,0.3571428571428571,1.1428571428571428,4.071428571428571,,경북 경주시 문무대왕면 봉길리 30-1,129.4868767,35.73826159
속초해수욕장,강원,속초시,1.0,58.03278688524591,4.319672131147541,0.4590163934426229,1.286885245901639,4.295081967213115,강원 속초시 해오름로 186,강원 속초시 조양동 1464-7,128.6040985,38.19005289
통도사,경남,양산시,2.0,78.46153846153847,4.615384615384615,0.7692307692307693,1.5384615384615383,4.307692307692308,경남 양산시 하북면 통도사로 108,경남 양산시 하북면 지산리 583,129.0646834,35.48828455
환호공원 스페이스워크,경북,포항시,6.0,46.0,4.6,0.0,1.4666666666666666,4.2,,경북 포항시 북구 환호동 산 57,129.3902955,36.06565843
불국사,경북,경주시,2.0,63.92857142857143,4.5,0.5714285714285714,1.380952380952381,4.345238095238095,경북 경주시 불국로 385,경북 경주시 진현동 15-1,129.3318426,35.78991466
홈플러스 안동점,경북,안동시,4.0,36.0,3.4,0.0,2.0,3.4,경북 안동시 경동로 656,경북 안동시 운흥동 247-28,128.7295626,36.56253957
설악해변,강원,양양군,1.0,83.33333333333333,4.777777777777778,0.2222222222222222,1.8888888888888888,4.777777777777778,강원 양양군 강현면 뒷나루2길 5-8,강원 양양군 강현면 전진리 66-6,128.6233025,38.12998175
F1963,부산,수영구,3.0,68.57142857142857,4.428571428571429,0.2857142857142857,0.4285714285714285,4.285714285714286,부산 수영구 구락로123번길 20,부산 수영구 망미동 475-1,129.1149385,35.17692806
월영교,경북,안동시,7.0,50.48780487804878,4.585365853658536,0.3902439024390244,0.975609756097561,4.463414634146342,경북 안동시 석주로 203,경북 안동시 상아동 569,128.7609771,36.57664525
경주루지월드,경북,경주시,5.0,72.0,4.8,0.0,2.2,5.0,경북 경주시 천북남로 16,경북 경주시 신평동 355,129.2891583,35.84447287
천마총,경북,경주시,2.0,40.0,3.7916666666666665,0.2916666666666667,1.0416666666666667,3.7083333333333335,경북 경주시 계림로 9,경북 경주시 황남동 262,129.2105594,35.8384566
강릉중앙시장,강원,강릉시,4.0,52.17391304347826,3.978260869565217,0.4782608695652174,1.1956521739130437,3.9565217391304346,강원 강릉시 금성로 21,강원 강릉시 성남동 50,128.8986238,37.75402512
보문호,경북,경주시,1.0,52.0,4.2,0.5333333333333333,1.6666666666666667,4.133333333333334,,경북 경주시 천군동,129.2767163,35.84346684
월정사 성보박물관,강원,평창군,2.0,30.0,3.8,0.0,0.2,3.6,강원 평창군 진부면 오대산로 176,,128.6028917,37.71884566
속초아이,강원,속초시,6.0,52.25806451612903,4.225806451612903,0.0,1.7741935483870968,3.903225806451613,강원 속초시 청호해안길 2,강원 속초시 조양동 1450-143,128.6026902,38.19073873
주왕산,경북,청송군,1.0,187.5,4.625,0.375,3.0,4.375,,경북 청송군 주왕산면 상의리 산 8-1,129.162394,36.38935045
흰여울문화마을,부산,영도구,7.0,69.23076923076923,4.589743589743589,0.1794871794871795,0.8461538461538461,4.461538461538462,,부산 영도구 영선동4가 1044-6,129.0452814,35.07791483
다대포해수욕장,부산,사하구,1.0,107.3076923076923,4.6923076923076925,0.5,1.1153846153846154,4.615384615384615,,부산 사하구 다대동,128.9627412,35.04652635
대릉원,경북,경주시,2.0,50.12658227848101,4.436708860759493,0.4873417721518987,1.0569620253164558,4.253164556962025,경북 경주시 계림로 9,경북 경주시 황남동 268-10,129.2123347,35.83815
속초관광수산시장,강원,속초시,4.0,58.64321608040201,4.135678391959799,0.6432160804020101,1.7035175879396984,4.105527638190955,강원 속초시 중앙로147번길 16,강원 속초시 중앙동 471-4,128.5901795,38.20454363
동궁과월지,경북,경주시,2.0,47.22222222222222,4.388888888888889,0.4814814814814814,1.648148148148148,4.222222222222222,경북 경주시 원화로 102,경북 경주시 인왕동 506-1,129.2269755,35.83477626
황강신소양체육공원,경남,합천군,5.0,42.0,4.4,0.2,1.0,4.0,,경남 합천군 합천읍 영창리 898,128.1701958,35.58074463
무릉별유천지,강원,동해시,6.0,126.0,5.0,0.0,1.8,4.8,강원 동해시 삼화로 380,강원 동해시 삼화동 719,129.033651,37.46875927
동명항,강원,속초시,2.0,75.0,4.5,0.0,2.1666666666666665,4.333333333333333,,강원 속초시 동명동 1-249,128.6007944,38.21111941
경주중앙시장,경북,경주시,4.0,48.75,3.625,0.0,0.875,3.5,경북 경주시 금성로 295,경북 경주시 성건동 339-2,129.2067438,35.84396187
스카이라인루지 부산,부산,기장군,6.0,80.0,4.333333333333333,0.0,0.6666666666666666,4.166666666666667,,부산 기장군 기장읍 시랑리 산 60-1,129.218841,35.19472836
신세계백화점 대구점,대구,동구,4.0,83.82352941176471,4.382352941176471,0.6176470588235294,0.7352941176470589,4.441176470588236,대구 동구 동부로 149,대구 동구 신천동 1506,128.6289649,35.87779693
모래시계공원,강원,강릉시,1.0,48.75,4.0,0.5,1.0,3.875,,강원 강릉시 강동면 정동진리 6-4,129.0379807,37.68710396
제이드가든수목원,강원,춘천시,1.0,102.0,3.8,0.0,1.4,3.4,강원 춘천시 남산면 햇골길 80,강원 춘천시 남산면 서천리 산 111,127.5433139,37.83112831
설악산소공원,강원,속초시,1.0,90.0,4.714285714285714,0.8571428571428571,0.7142857142857143,4.142857142857143,,강원 속초시 설악동,128.4925303,38.17298538
상국이네,부산,해운대구,4.0,36.0,4.0,0.4,1.6,3.8,부산 해운대구 구남로41번길 40-1,부산 해운대구 중동 1394-42,129.1628769,35.16201617
황지공원 황지연못,강원,태백시,1.0,38.57142857142857,4.0,0.1428571428571428,1.5,3.928571428571429,강원 태백시 황지연못길 12,강원 태백시 황지동 623,128.9910588,37.1728441
국립경주박물관,경북,경주시,2.0,75.97402597402598,4.48051948051948,0.3636363636363636,1.0129870129870129,4.324675324675325,경북 경주시 일정로 186,경북 경주시 인왕동 76,129.2279503,35.8292339
환호공원 포항시립미술관,경북,포항시,3.0,43.63636363636363,4.454545454545454,0.1818181818181818,0.9090909090909092,4.0,경북 포항시 북구 환호공원길 10,경북 포항시 북구 환호동 352,129.3911647,36.06651323
해운대블루라인파크 청사포정거장,부산,해운대구,6.0,54.0,4.333333333333333,0.0,1.2666666666666666,4.133333333333334,부산 해운대구 청사포로 116,부산 해운대구 중동 555-2,129.1913641,35.16121564
웨이브락 서면점,부산,부산진구,13.0,198.0,4.0,0.2,1.4,4.0,부산 부산진구 서전로9번길 20,부산 부산진구 부전동 117-1,129.0610916,35.15871784
해운대블루라인파크 미포정거장,부산,해운대구,6.0,64.28571428571429,4.392857142857143,0.1428571428571428,1.4642857142857142,4.214285714285714,부산 해운대구 달맞이길62번길 13,부산 해운대구 중동 1019-2,129.1728202,35.1581525
이마트 제천점,충북,제천시,4.0,42.0,3.8,0.4,1.6,3.6,충북 제천시 장평천로 11,충북 제천시 강제동 684,128.2229355,37.12341967
김유정문학촌,강원,춘천시,3.0,48.26086956521739,4.130434782608695,0.1739130434782608,1.1304347826086956,3.9565217391304346,강원 춘천시 신동면 김유정로 1430-14,강원 춘천시 신동면 증리 915-2,127.7176473,37.81835403
장릉,경기,파주시,2.0,57.27272727272727,4.2727272727272725,0.0,2.272727272727273,4.0,강원 영월군 영월읍 단종로 190,강원 영월군 영월읍 영흥리 1090-1,128.4527855,37.19737623
파크로쉬리조트앤웰니스,강원,정선군,5.0,174.0,5.0,0.0,1.0,5.0,강원 정선군 북평면 중봉길 9-12,강원 정선군 북평면 숙암리 482,128.6111324,37.47474092
설악산국립공원,강원,인제군,1.0,132.0,4.6,0.8,1.6,4.6,강원도 양양군 서면 설악로 1065,강원 인제군 북면 용대리 산 12-21,128.3930648,38.14840758
청하시장,경북,포항시,4.0,42.0,4.4,0.0,1.0,4.0,,경북 포항시 북구 청하면 미남리 382-3,129.3397715,36.19705421
안동하회마을,경북,안동시,7.0,122.85714285714286,4.285714285714286,0.2857142857142857,1.0476190476190477,4.142857142857143,,경북 안동시 풍천면 하회리 1176-1,128.5181412,36.53898283
이마트 강릉점,강원,강릉시,4.0,42.0,3.6,0.2,1.4,3.6,강원 강릉시 경강로 2398-10,강원 강릉시 송정동 1008-7,128.9226349,37.77044897
강촌레일파크 김유정역,강원,춘천시,13.0,123.33333333333331,4.777777777777778,0.0,1.4444444444444444,4.333333333333333,강원 춘천시 신동면 김유정로 1385,강원 춘천시 신동면 증리 327-4,127.7120333,37.81597448
이마트 속초점,강원,속초시,4.0,49.285714285714285,4.285714285714286,0.3571428571428571,2.071428571428572,4.142857142857143,강원 속초시 설악금강대교로 12,강원 속초시 청호동 459-134,128.5957542,38.19111428
BTS 버스정류장,강원,강릉시,2.0,60.0,4.142857142857143,0.2857142857142857,1.1428571428571428,3.142857142857143,부산광역시 부산진구 신천대로50번길 70,강원 강릉시 주문진읍 향호리 8-39,128.8171018,37.91240662
월정교,경북,경주시,2.0,41.61290322580645,4.494623655913978,0.3225806451612903,1.1290322580645162,4.462365591397849,,경북 경주시 교동 274,129.2181213,35.82929955
황산공원,경남,양산시,1.0,78.75,4.5,0.4375,1.6875,4.375,,경남 양산시 물금읍 증산리 1141,128.9931836,35.29719756
황령산 봉수대,부산,부산진구,1.0,48.0,4.6,0.2,0.6,4.2,,부산 부산진구 전포동 50-1,129.0819755,35.15724858
태화강국가정원 십리대숲,울산,중구,1.0,57.5,4.666666666666667,0.0833333333333333,1.6666666666666667,4.583333333333333,,울산 중구 태화동 636,129.2965513,35.54564017
장호항,강원,삼척시,13.0,79.41176470588235,4.411764705882353,0.2941176470588235,1.7647058823529411,4.176470588235294,강원 삼척시 근덕면 장호항길 111,강원 삼척시 근덕면 장호리 3-1,129.3176147,37.28812633
비발디파크 오션월드,강원,홍천군,6.0,345.55555555555554,4.518518518518518,0.4814814814814814,2.074074074074074,4.444444444444445,강원 홍천군 서면 한치골길 262,강원 홍천군 서면 팔봉리 산 125-17,127.686912,37.6499535
진양호동물원,경남,진주시,6.0,80.0,4.166666666666667,0.0,1.3333333333333333,3.6666666666666665,경남 진주시 남강로1번길 130,경남 진주시 판문동 산 171-1,128.0368802,35.1766246
국제시장,부산,중구,4.0,48.0,3.4285714285714284,0.4571428571428571,1.1142857142857143,3.4857142857142858,부산 중구 중구로 36,부산 중구 신창동4가 35-3,129.028084,35.10112609
영남루,경남,밀양시,8.0,47.72727272727273,4.454545454545454,0.2272727272727272,1.318181818181818,4.136363636363637,경남 밀양시 중앙로 324,경남 밀양시 내일동 40,128.7550781,35.49156456
신세계백화점 김해점,경남,김해시,4.0,66.42857142857143,4.0,0.5,1.1428571428571428,4.071428571428571,경남 김해시 김해대로 2232,경남 김해시 외동 1264,128.8724668,35.22891089
초량차이나타운,부산광역시,동구,4.0,51.81818181818182,3.5454545454545454,0.1818181818181818,1.0,3.909090909090909,,,129.0387566,35.1150165
범바위,강원,속초시,2.0,60.0,4.142857142857143,0.1428571428571428,1.0,4.0,,강원 속초시 금호동 610-21,128.5758679,38.21468527
경주보문관광단지,경북,경주시,1.0,75.0,4.375,0.75,1.375,4.375,경북 경주시 보문로 424-33,경북 경주시 신평동 375,129.2864572,35.84278443
강원랜드,강원,정선군,6.0,110.0,3.6666666666666665,0.3333333333333333,1.1666666666666667,3.8333333333333335,강원 정선군 사북읍 하이원길 265,강원 정선군 사북읍 사북리 424,128.8217284,37.21208397
낙강물길공원,경북,안동시,1.0,47.64705882352941,4.529411764705882,0.1176470588235294,1.0,4.352941176470588,,경북 안동시 상아동 423,128.7709445,36.58785968
영월관광센터,강원,영월군,3.0,96.0,4.6,0.2,2.8,4.6,강원 영월군 영월읍 청령포로 126-3,강원 영월군 영월읍 방절리 245-11,128.4463473,37.17987879
자갈치시장,부산,중구,4.0,56.57142857142857,3.4857142857142858,0.4571428571428571,1.3714285714285714,3.5428571428571427,부산 중구 자갈치해안로 52,부산 중구 남포동5가 105-1,129.0305798,35.09661988
상원사,경기,양평군,2.0,53.333333333333336,4.111111111111111,0.4444444444444444,0.7777777777777778,4.0,강원 평창군 진부면 오대산로 1211-14,강원 평창군 진부면 동산리 308-5,128.5642605,37.78677952
KT&G상상마당 춘천,강원,춘천시,4.0,42.0,4.2,0.2,1.2,4.2,강원 춘천시 스포츠타운길399번길 25,강원 춘천시 삼천동 223-2,127.7024032,37.87351024
하이원리조트,강원,정선군,7.0,48.0,4.0,0.4,2.2,3.8,강원 정선군 고한읍 하이원길 265-1,강원 정선군 고한읍 고한리 144-15,128.8259702,37.20814466
슬도,전남,진도군,1.0,55.71428571428572,4.714285714285714,0.2857142857142857,0.8571428571428571,4.714285714285714,,전남 진도군 조도면 독거도리,126.1501403,34.26253604
부평깡통시장,부산,중구,4.0,51.81818181818182,4.121212121212121,0.3636363636363636,1.2121212121212122,4.121212121212121,,부산 중구 부평동2가 82,129.0258803,35.10211459
남이섬,강원,춘천시,1.0,173.33333333333334,4.666666666666667,0.3333333333333333,1.6388888888888888,4.638888888888889,강원 춘천시 남산면 남이섬길 1,강원 춘천시 남산면 방하리 197,127.5252101,37.79144075
보문정,경북,경주시,1.0,30.0,4.285714285714286,0.0,1.2857142857142858,4.142857142857143,,경북 경주시 신평동 150-1,129.2896007,35.84095853
삼정타워,부산,부산진구,4.0,47.142857142857146,4.285714285714286,0.7142857142857143,0.2857142857142857,4.428571428571429,부산 부산진구 중앙대로 672,부산 부산진구 부전동 227-2,129.0596068,35.15301351
용두산공원,부산,중구,2.0,49.09090909090909,3.8181818181818175,0.5454545454545454,1.0,3.590909090909091,,부산 중구 광복동2가 1-2,129.03274,35.10068762
아르떼뮤지엄 강릉,강원,강릉시,3.0,81.0,4.8,0.0,1.75,4.05,강원 강릉시 난설헌로 131,강원 강릉시 초당동 505,128.9073556,37.7918274
삼척해변,강원,삼척시,7.0,71.42857142857143,4.142857142857143,0.3809523809523809,2.0,4.142857142857143,,강원 삼척시 갈천동 14-22,129.1698406,37.46792498
정선아리랑시장,강원,정선군,4.0,43.63636363636363,4.0,0.2727272727272727,2.0,4.0,강원 정선군 정선읍 봉양7길 39,강원 정선군 정선읍 봉양리 349-20,128.6652168,37.38038833
아바이마을,강원,속초시,7.0,47.64705882352941,4.235294117647059,0.5882352941176471,1.2352941176470589,4.0,,강원 속초시 청호동 550-14,128.5942286,38.20217721
척산온천휴양촌,강원,속초시,13.0,94.28571428571428,4.285714285714286,0.2857142857142857,1.5714285714285714,4.142857142857143,강원 속초시 관광로 327,강원 속초시 노학동 972-1,128.5406742,38.19021421
소양강스카이워크,강원,춘천시,13.0,35.0,3.9166666666666665,0.25,1.5,3.4166666666666665,,강원 춘천시 근화동 8,127.7235629,37.89458007
연화지,경북,김천시,1.0,42.0,4.3,0.3,1.1,4.1,,경북 김천시 교동,128.093199,36.13726113
병산서원,경북,안동시,2.0,41.53846153846154,4.6923076923076925,0.2307692307692307,1.1538461538461535,4.076923076923077,경북 안동시 풍천면 병산길 386,경북 안동시 풍천면 병산리 31,128.5526253,36.54057514
직지사,경북,김천시,2.0,60.0,4.357142857142857,0.2857142857142857,1.3571428571428572,4.357142857142857,경북 김천시 대항면 직지사길 95,경북 김천시 대항면 운수리 216,128.0038727,36.11647995
봉포해변,강원,고성군,1.0,60.0,4.666666666666667,0.5,1.8333333333333333,4.666666666666667,,강원 고성군 토성면 봉포리,128.5663936,38.25248414
호미곶,경북,포항시,1.0,44.516129032258064,4.225806451612903,0.1612903225806451,1.3548387096774193,4.032258064516129,,경북 포항시 남구 호미곶면 대보리,129.5697369,36.07805617
송지호해수욕장,강원,고성군,1.0,140.0,4.4,0.4,1.933333333333333,4.466666666666667,,강원 고성군 죽왕면 오호리 8,128.5279176,38.33068452
캘리포니아비치,경북,경주시,6.0,346.875,4.3125,0.5,2.1875,4.375,경북 경주시 보문로 544,경북 경주시 천군동 191-5,129.2833301,35.83453281
신세계프리미엄아울렛 부산,부산,기장군,4.0,98.57142857142856,4.571428571428571,0.7142857142857143,0.7142857142857143,4.571428571428571,부산 기장군 장안읍 정관로 1133,부산 기장군 장안읍 좌천리 545,129.2350791,35.32379357
만휴정,경북,안동시,2.0,42.85714285714285,4.071428571428571,0.0714285714285714,1.1428571428571428,3.2857142857142856,경북 안동시 길안면 묵계하리길 42,경북 안동시 길안면 묵계리 1081,128.9098562,36.41044594
신세계백화점 센텀시티점,부산,해운대구,4.0,98.72727272727272,4.4,0.6363636363636364,0.9454545454545454,4.363636363636363,부산 해운대구 센텀남대로 35,부산 해운대구 우동 1495,129.1290717,35.16864393
석촌호수 서호,서울,송파구,7.0,47.72727272727273,4.363636363636363,0.4090909090909091,0.7727272727272727,4.181818181818182,서울특별시 송파구 송파나루길 15,서울 송파구 잠실동 47,127.0991128,37.50768073
무섬마을,경북,영주시,7.0,70.0,4.6,0.2666666666666666,2.533333333333333,4.466666666666667,경북 영주시 문수면 무섬로234번길 31-12,경북 영주시 문수면 수도리 222,128.6215714,36.73185488
주문진수산시장,강원,강릉시,4.0,46.66666666666666,3.6666666666666665,0.3333333333333333,2.0,3.6666666666666665,강원 강릉시 주문진읍 시장길 38,강원 강릉시 주문진읍 주문리 312-91,128.8277406,37.89111193
통일전망대,강원,고성군,2.0,77.5,3.9166666666666665,0.25,4.083333333333333,3.75,강원 고성군 현내면 금강산로 481,강원 고성군 현내면 마차진리 188,128.4174511,38.51511109
수로왕릉,경남,김해시,1.0,50.0,4.238095238095238,0.1428571428571428,0.5238095238095238,3.952380952380953,경남 김해시 왕릉길 26,경남 김해시 서상동 312,128.8784957,35.23530959
낙산사,강원,양양군,1.0,81.52173913043478,4.5,0.391304347826087,2.152173913043478,4.304347826086956,강원 양양군 강현면 낙산사로 100,강원 양양군 강현면 전진리 57-1,128.6279776,38.12543274
신흥사,강원,속초시,2.0,55.0,4.25,0.3333333333333333,1.25,4.25,강원 속초시 설악산로 1137,강원 속초시 설악동 170,128.4845902,38.17534172
롯데백화점 부산본점,부산,부산진구,4.0,65.45454545454545,4.090909090909091,0.4545454545454545,0.8181818181818182,4.151515151515151,부산 부산진구 가야대로 772,부산 부산진구 부전동 503-15,129.0564146,35.15679136
봉정사,경북,안동시,2.0,56.25,4.125,0.125,1.75,3.75,경북 안동시 서후면 봉정사길 222,경북 안동시 서후면 태장리 901,128.6616691,36.6533058
하슬라아트월드,강원,강릉시,3.0,98.88888888888889,4.444444444444445,0.1111111111111111,2.037037037037037,3.6666666666666665,강원 강릉시 강동면 율곡로 1441,강원 강릉시 강동면 정동진리 524-25,129.0094855,37.70582966
구룡포일본인가옥거리,경북,포항시,4.0,55.38461538461539,3.923076923076923,0.0769230769230769,1.3846153846153846,3.615384615384616,,경북 포항시 남구 구룡포읍 구룡포리 971-1,129.5604189,35.99055822
봉리단길,경남,김해시,7.0,51.42857142857143,3.571428571428572,0.4285714285714285,1.0,3.7142857142857135,,경남 김해시 봉황동,128.8772553,35.22857355
소수서원,경북,영주시,2.0,54.285714285714285,4.476190476190476,0.238095238095238,1.8571428571428568,4.428571428571429,경북 영주시 순흥면 소백로 2740,경북 영주시 순흥면 내죽리 152-8,128.5802029,36.92562067
고석정꽃밭,강원,철원군,1.0,82.5,4.25,0.125,1.75,4.25,,강원 철원군 동송읍 장흥리 10-2,127.2950517,38.18700162
남사예담촌,경남,산청군,2.0,55.71428571428572,4.142857142857143,0.1428571428571428,1.1428571428571428,3.7142857142857135,경남 산청군 단성면 지리산대로2897번길 10,경남 산청군 단성면 남사리 281-1,127.9363411,35.27421895
경주엑스포대공원,경북,경주시,6.0,93.75,4.0,0.125,0.9375,3.5,경북 경주시 경감로 614,경북 경주시 천군동 130,129.2883479,35.83086564
죽도시장,경북,포항시,4.0,58.0,4.266666666666667,0.4,1.933333333333333,4.0,경북 포항시 북구 죽도시장13길 13-1,경북 포항시 북구 죽도동 2-4,129.36839,36.03635459
진양호공원,경남,진주시,1.0,102.0,4.4,0.0,1.2,4.4,경남 진주시 남강로1번길 96-6,경남 진주시 판문동 산 171-1,128.0373881,35.17443908
청평사,강원,춘천시,2.0,85.71428571428571,4.571428571428571,0.2857142857142857,1.4285714285714286,4.428571428571429,강원 춘천시 북산면 오봉산길 810,강원 춘천시 북산면 청평리 674,127.8091004,37.98658965
서피비치,강원,양양군,5.0,49.41176470588236,4.117647058823529,0.2352941176470588,1.588235294117647,4.0588235294117645,강원 양양군 현북면 하조대해안길 119,강원 양양군 현북면 중광정리 508,128.7172823,38.02783444
벡스코,부산,해운대구,8.0,114.54545454545456,3.727272727272727,0.4545454545454545,0.7272727272727273,3.5454545454545454,부산 해운대구 APEC로 55,부산 해운대구 우동 1500,129.1362562,35.16917162
진주성,경남,진주시,2.0,72.16216216216216,4.54054054054054,0.2972972972972973,1.162162162162162,4.297297297297297,경남 진주시 남강로 626,경남 진주시 본성동 415,128.0799814,35.18955476
상림공원,경남,함양군,6.0,63.75,4.875,0.5,2.75,4.75,경남 함양군 함양읍 필봉산길 49,경남 함양군 함양읍 운림리 354-1,127.716957,35.52830921
BIFF광장,부산,중구,4.0,60.0,4.25,0.9166666666666666,0.8333333333333334,4.333333333333333,,부산 중구 남포동3가 15-1,129.0290456,35.09886787
대왕암,울산,동구,2.0,60.0,4.777777777777778,0.1111111111111111,1.4444444444444444,4.777777777777778,,울산 동구 일산동 905-7,129.4453409,35.49113687
능파대,강원,고성군,1.0,40.0,3.1666666666666665,0.0,0.8333333333333334,2.6666666666666665,,강원 고성군 죽왕면 문암진리,128.5498625,38.29660914
현대백화점 대구점,대구,중구,4.0,71.25,4.5,0.25,1.0,4.5,대구 중구 달구벌대로 2077,대구 중구 계산동2가 200,128.5906311,35.86662836
육림고개,강원,춘천시,4.0,60.0,3.2,0.6,0.4,3.0,,강원 춘천시 죽림동 30,127.7272593,37.87739549
백담사,강원,인제군,2.0,110.0,4.666666666666667,0.1666666666666666,3.8333333333333335,4.166666666666667,강원 인제군 북면 백담로 746,강원 인제군 북면 용대리 산 62,128.3737932,38.16496329
장생포고래문화마을,울산,남구,7.0,60.0,4.333333333333333,0.0,2.0,3.6666666666666665,,,129.3812717,35.5057833
대관령삼양목장,강원,평창군,1.0,127.5,4.1875,0.25,2.3125,4.125,강원 평창군 대관령면 꽃밭양지길 708-9,강원 평창군 대관령면 횡계리 704-6,128.7197339,37.72428681
감은사지삼층석탑,경북,경주시,2.0,32.5,4.083333333333333,0.25,1.9166666666666667,4.333333333333333,,경북 경주시 문무대왕면 용당리 55-3,129.4772149,35.74800084
월포해수욕장,경북,포항시,1.0,97.5,4.125,0.25,1.75,3.875,경북 포항시 북구 청하면 해안로2308번길 60,경북 포항시 북구 청하면 월포리 92-111,129.3712545,36.20164822
사천진해변,강원,강릉시,1.0,36.0,4.4,0.2,1.6,4.4,강원 강릉시 사천면 진리해변길 131,강원 강릉시 사천면 사천진리 266-5,128.8736885,37.84292998
청사포다릿돌전망대,부산,해운대구,1.0,36.0,4.6,0.0,1.2,4.4,,부산 해운대구 중동 산 3-9,129.196324,35.16423649
정동진해변,강원,강릉시,1.0,54.0,4.4,0.6,2.4,4.2,,강원 강릉시 강동면 정동진리 64-3,129.0362597,37.68916598
대관령양떼목장,강원,평창군,13.0,76.66666666666667,4.666666666666667,0.3333333333333333,1.8888888888888888,3.888888888888889,강원 평창군 대관령면 대관령마루길 483-32,강원 평창군 대관령면 횡계리 14-104,128.7529731,37.68978756
전포카페거리,부산,부산진구,4.0,45.0,4.25,0.5,1.0833333333333333,4.166666666666667,부산 부산진구 전포대로209번길 26,부산 부산진구 전포동 682,129.0625694,35.1554467
삼척해상케이블카 용화역,강원,삼척시,6.0,66.0,4.2,0.2,2.2,4.2,강원 삼척시 근덕면 삼척로 2154-31,강원 삼척시 근덕면 용화리 6,129.3082554,37.28911647
추암해변,강원,동해시,1.0,51.42857142857143,4.285714285714286,0.2857142857142857,1.5714285714285714,4.285714285714286,,강원 동해시 추암동 474-20,129.1595108,37.47782898
동피랑벽화마을,경남,통영시,7.0,43.333333333333336,4.0,0.5555555555555556,1.4444444444444444,3.6666666666666665,경남 통영시 동피랑1길 6-18,경남 통영시 동호동 118-1,128.427625,34.84530565
망상해변,강원,동해시,1.0,65.0,4.333333333333333,0.3333333333333333,3.083333333333333,4.25,강원 동해시 동해대로 6270-10,강원 동해시 망상동 393-100,129.0904735,37.59337394
석굴암,경북,경주시,2.0,60.0,4.282608695652174,0.4130434782608695,1.4565217391304348,4.043478260869565,경북 경주시 석굴로 238,경북 경주시 진현동 999,129.3505207,35.79524166
스파크랜드,대구,중구,6.0,55.38461538461539,4.384615384615385,0.2307692307692307,1.1538461538461535,4.153846153846154,대구 중구 동성로6길 61,대구 중구 공평동 58-6,128.5987359,35.8687646
환선굴,강원,삼척시,1.0,120.0,4.5,0.1666666666666666,1.8333333333333333,3.8333333333333335,강원 삼척시 신기면 환선로 800,강원 삼척시 신기면 대이리 181,129.0208541,37.32628055
라이언 홀리데이 인 부산,부산,해운대구,3.0,58.0,3.733333333333333,0.0,1.0666666666666669,3.2666666666666666,부산 해운대구 해운대해변로 292,부산 해운대구 중동 1405-16,129.1632326,35.16011742
