VISIT_AREA_NM,SIDO,GUNGU,VISIT_AREA_TYPE_CD,RESIDENCE_TIME_MIN_mean,RCMDTN_INTENTION_mean,REVISIT_YN_mean,TRAVEL_COMPANIONS_NUM_mean,REVISIT_INTENTION_mean,ROAD_NM_ADDR,LOTNO_ADDR,X_COORD,Y_COORD
그라운드시소 성수,서울,성동구,3.0,98.57142857142856,4.428571428571429,0.1428571428571428,0.4285714285714285,4.285714285714286,서울 성동구 아차산로17길 49,서울 성동구 성수동2가 280-9,127.0652799,37.5467681
헤이리예술마을,경기,파주시,7.0,115.0,4.25,0.5,0.8333333333333334,4.333333333333333,,경기 파주시 탄현면 법흥리 1652-239,126.6989531,37.78817425
그라운드시소 서촌,서울,종로구,3.0,66.0,4.2,0.0,0.2,4.2,서울 종로구 자하문로6길 18-8,서울 종로구 통의동 35-17,126.9729163,37.57783859
덕수궁돌담길,서울,중구,7.0,40.0,3.888888888888889,0.4444444444444444,1.6666666666666667,3.7777777777777777,서울 중구 세종대로 지하 101,서울 중구 정동 5-1,126.9756646,37.56497658
조계사,서울,종로구,2.0,32.0,4.533333333333333,0.2,1.0666666666666669,4.4,서울 종로구 우정국로 55,서울 종로구 수송동 44,126.9818561,37.57395882
롯데백화점 중동점,경기,부천시,4.0,42.0,3.8,0.4,0.6,4.0,경기 부천시 길주로 300,경기 부천시 중동 1140,126.7752042,37.50256911
짜장면박물관,인천,중구,2.0,40.90909090909091,4.090909090909091,0.0909090909090909,1.0909090909090908,3.636363636363636,인천 중구 차이나타운로 56-14,인천 중구 선린동 38-1,126.618189,37.47483495
용산가족공원,서울,용산구,1.0,42.85714285714285,4.428571428571429,0.0,0.4285714285714285,4.714285714285714,서울 용산구 서빙고로 137,서울 용산구 용산동6가 168-6,126.9828336,37.52186592
와우정사,경기,용인시,2.0,84.0,3.6,0.2,2.4,3.8,경기도 용인시 처인구 해곡로 25-15,경기 용인시 처인구 해곡동 224-1,127.2767813,37.19417253
노들섬,서울,용산구,1.0,105.0,4.666666666666667,0.1666666666666666,0.8333333333333334,4.833333333333333,서울 용산구 양녕로 445,서울 용산구 이촌동 302-146,126.9580339,37.51766014
일본풍거리,인천,중구,4.0,50.0,3.1666666666666665,0.1666666666666666,0.8333333333333334,3.1666666666666665,,인천 중구 관동1가 24,126.6206161,37.47374714
영녕릉 세종대왕유적지구 세종대왕릉,경기,여주시,2.0,72.85714285714286,4.857142857142857,0.2857142857142857,1.4285714285714286,4.714285714285714,경기 여주시 세종대왕면 영릉로 269-50,경기 여주시 세종대왕면 번도리 888-1,127.6029393,37.30806646
홍대패션거리,서울,마포구,4.0,98.57142857142856,4.285714285714286,0.8571428571428571,1.4285714285714286,4.142857142857143,,서울 마포구 서교동 348-78,126.9235809,37.55539659
카자구루마,경기,수원시,2.0,54.0,3.0,0.0,0.6,3.0,경기 수원시 팔달구 신풍로23번길 61,경기 수원시 팔달구 신풍동 123-13,127.0115472,37.28371685
서대문형무소역사관,서울,서대문구,2.0,93.33333333333331,4.666666666666667,0.1111111111111111,2.6666666666666665,4.333333333333333,서울 서대문구 통일로 251,서울 서대문구 현저동 101,126.9563153,37.57450354
소요산,경기,동두천시,1.0,102.0,4.0,0.4,2.0,4.0,,경기 동두천시 동두천동,127.0780472,37.9385232
을왕리해수욕장,인천,중구,1.0,113.33333333333331,3.888888888888889,0.5555555555555556,2.0,3.888888888888889,,인천 중구 을왕동 746,126.372737,37.446292
앨리웨이 광교,경기,수원시,4.0,66.0,4.4,0.6,0.6,4.2,경기 수원시 영통구 광교호수공원로 80,경기 수원시 영통구 원천동 593,127.0605179,37.27408334
코마린 이스트보트하우스 송도지점,인천,연수구,5.0,55.0,4.666666666666667,0.3333333333333333,2.1666666666666665,4.5,인천 연수구 컨벤시아대로 160,인천 연수구 송도동 24-5,126.6435695,37.39036328
호암미술관,경기,용인시,3.0,96.0,5.0,0.4,1.0,5.0,경기 용인시 처인구 포곡읍 에버랜드로562번길 38,경기 용인시 처인구 포곡읍 가실리 204,127.1916289,37.29454414
에버랜드 정문,경기,용인시,6.0,45.0,4.5,0.8333333333333334,2.5,4.5,경기 용인시 처인구 포곡읍 에버랜드로 199,경기 용인시 처인구 포곡읍 유운리 551-11,127.2044017,37.29508862
익선동한옥거리,서울,종로구,4.0,40.0,4.111111111111111,0.4444444444444444,0.3333333333333333,4.0,,서울 종로구 익선동,126.9897757,37.57343719
스타필드 코엑스몰,서울,강남구,4.0,103.84615384615384,4.461538461538462,0.6923076923076923,0.9230769230769232,4.576923076923077,서울 강남구 영동대로 513,서울 강남구 삼성동 159-9,127.0597769,37.51131841
한탄강하늘다리,경기,포천시,1.0,30.0,4.6,0.0,1.2,4.6,,경기 포천시 영북면 대회산리 377,127.2191422,38.0841392
세종문화회관 대극장,서울,종로구,3.0,245.0,3.8333333333333335,0.5,1.5,4.0,서울 종로구 세종대로 175,서울 종로구 세종로 81-4,126.9760696,37.57286218
파주출판도시,경기,파주시,3.0,84.0,4.6,0.2,0.8,4.6,경기 파주시 회동길 145,경기 파주시 문발동 524-3,126.6866399,37.7090807
반포 한강공원,서울,서초구,8.0,131.25,4.75,0.5,0.875,4.5,서울특별시 종로구 사직로 161,,126.9768967,37.57760878
행궁동벽화마을,경기,수원시,7.0,33.333333333333336,3.555555555555556,0.0,0.4444444444444444,3.333333333333333,,경기 수원시 팔달구 북수동,127.0169243,37.28598321
현대백화점 디큐브시티점,서울,구로구,4.0,78.0,3.8,0.2,0.6,3.8,서울 구로구 경인로 662,서울 구로구 신도림동 692,126.8895806,37.5091042
서울광장,서울,중구,8.0,42.0,4.2,0.4,0.8,4.0,,서울 중구 태평로1가 54-3,126.9779689,37.5656726
설봉공원,경기,이천시,1.0,40.0,4.333333333333333,0.1111111111111111,1.3333333333333333,4.333333333333333,,경기 이천시 관고동 408-3,127.4280743,37.27667579
홍대앞걷고싶은거리,서울,마포구,4.0,54.0,4.4,0.8,0.8,4.4,,서울 마포구 서교동 348-40,126.9242639,37.55594123
수원화성 서장대,경기,수원시,2.0,30.0,4.4,0.4,0.4,4.2,,경기 수원시 팔달구 남창동 55-23,127.0102612,37.28075435
낙산공원,서울,종로구,7.0,48.46153846153846,4.615384615384615,0.2307692307692307,0.6153846153846154,4.153846153846154,서울 종로구 낙산길 41,서울 종로구 동숭동 산 2-10,127.0075218,37.58056967
라페스타,경기,고양시,8.0,48.0,4.0,0.4,1.6,4.0,경기 고양시 일산동구 무궁화로 32-12,경기 고양시 일산동구 장항동 763-3,126.7682764,37.66174743
미사호수공원,경기,하남시,1.0,54.0,4.6,0.2,0.6,4.8,,경기 하남시 망월동 776-3,127.1881764,37.56165132
인왕산,서울,종로구,7.0,85.0,4.333333333333333,0.1666666666666666,0.3333333333333333,4.5,,서울 종로구 옥인동 산 3-39,126.9578444,37.58489976
여의도공원,서울,영등포구,1.0,38.57142857142857,4.142857142857143,0.2857142857142857,0.4285714285714285,4.0,서울 영등포구 여의공원로 68 여의도공원관리사무소,,126.9223482,37.52613492
인천종합어시장,인천,중구,4.0,41.25,4.125,0.125,1.5,4.125,인천 중구 연안부두로33번길 37,인천 중구 항동7가 27-69,126.6065583,37.45412771
창덕궁 후원,서울,종로구,1.0,98.57142857142856,4.857142857142857,0.1428571428571428,0.7142857142857143,4.714285714285714,서울 종로구 율곡로 99,서울 종로구 와룡동 2-71,126.9916177,37.5818274
예술의전당,서울,서초구,3.0,95.0,4.5,0.1666666666666666,0.8333333333333334,4.5,서울 서초구 남부순환로 2406,서울 서초구 서초동 700,127.0117287,37.47919584
108하늘계단,서울,용산구,7.0,78.0,4.8,0.2,0.8,3.8,,서울 용산구 후암동,126.9818899,37.54644598
현대백화점 킨텍스점,경기,고양시,4.0,115.0,4.0,0.8333333333333334,1.1666666666666667,4.166666666666667,경기 고양시 일산서구 호수로 817,경기 고양시 일산서구 대화동 2602,126.7511811,37.66818614
지동시장,경기,수원시,4.0,35.0,3.8333333333333335,0.0,0.8333333333333334,3.5,경기 수원시 팔달구 팔달문로 19,경기 수원시 팔달구 지동 402-2,127.0193941,37.27779419
롯데백화점 동탄점,경기,화성시,4.0,116.66666666666669,4.444444444444445,0.5555555555555556,1.0,4.333333333333333,경기 화성시 동탄역로 160,경기 화성시 오산동 967-2419,127.0979193,37.20070867
철도박물관,경기,의왕시,2.0,55.71428571428572,3.571428571428572,0.0,1.2857142857142858,3.4285714285714284,경기 의왕시 철도박물관로 142,경기 의왕시 월암동 374-1,126.951311,37.31408675
국립민속박물관 파주,경기,파주시,2.0,90.0,4.2,0.2,1.6,3.6,헤이리로 30,,128.5610264,37.63929652
선유도공원,서울,영등포구,7.0,54.0,4.6,0.2,0.6,4.6,서울 영등포구 선유로 343,서울 영등포구 당산동 1,126.9018234,37.54241694
세종문화회관,서울,종로구,3.0,114.0,4.6,0.2,0.6,4.4,서울 종로구 세종대로 175,서울 종로구 세종로 81-3,126.975721,37.57262064
인천개항장 근대건축전시관,인천,중구,3.0,41.25,4.0,0.25,0.375,4.0,인천 중구 신포로23번길 77,인천 중구 중앙동2가 24-1,126.621165,37.47294521
화성융릉과건릉,경기,화성시,2.0,66.0,4.4,0.2,0.8,4.6,경기 화성시 효행로481번길 21,경기 화성시 안녕동 187-1,126.9909693,37.2117236
동춘서커스 상설공연장,경기,안산시,3.0,96.0,4.6,0.2,2.0,4.4,경기 안산시 단원구 대부황금로 1426,경기 안산시 단원구 대부북동 1849-31,126.5698347,37.28350345
여의도 한강공원,서울,영등포구,1.0,93.15789473684212,4.2631578947368425,0.4210526315789473,0.7368421052631579,4.2631578947368425,,,126.4079226,33.45274787
킨텍스 제1전시장,경기,고양시,3.0,120.0,4.285714285714286,0.5714285714285714,1.0,4.142857142857143,경기 고양시 일산서구 킨텍스로 217-60,경기 고양시 일산서구 대화동 2600,126.7462764,37.66894152
에델바이스 스위스 테마파크,경기,가평군,6.0,120.0,4.2,0.0,1.4,3.2,경기 가평군 설악면 다락재로 226-57,경기 가평군 설악면 이천리 304-31,127.4474799,37.66778896
대한민국역사박물관,서울,종로구,2.0,63.75,4.0,0.375,0.625,3.625,서울 종로구 세종대로 198,서울 종로구 세종로 82-1,126.9778578,37.57398697
롯데월드 샤롯데씨어터,서울,송파구,6.0,252.8571428571429,5.0,0.5714285714285714,0.8571428571428571,5.0,서울 송파구 올림픽로 240,서울 송파구 잠실동 40-1,127.099714,37.51064272
고척스카이돔,서울,구로구,3.0,257.5,4.916666666666667,0.5833333333333334,0.6666666666666666,4.916666666666667,서울 구로구 경인로 430,서울 구로구 고척동 63-6,126.8671048,37.49823385
교동대룡시장,인천,강화군,4.0,76.66666666666667,3.888888888888889,0.0,0.7777777777777778,3.555555555555556,인천 강화군 교동면 교동남로 35,인천 강화군 교동면 대룡리 571-5,126.2810514,37.78049119
국립수목원,경기,포천시,1.0,120.0,4.8,0.2,1.6,4.4,경기 포천시 소흘읍 광릉수목원로 415,경기 포천시 소흘읍 직동리 산 50-18,127.166094,37.75525028
인천상륙작전기념관,인천,연수구,2.0,42.0,3.8,0.0,1.8,3.6,인천 연수구 청량로 138,인천 연수구 옥련동 525-11,126.6540104,37.41987014
현대카드 디자인 라이브러리,서울,종로구,3.0,66.0,4.2,0.0,0.6,3.8,서울 종로구 북촌로 31-18,서울 종로구 가회동 129-1,126.9839921,37.57975432
롯데아울렛 서울역점,서울,용산구,4.0,42.0,3.2,1.0,1.4,3.6,서울 중구 한강대로 405,서울 중구 봉래동2가 122-11,126.9709555,37.55476001
소래습지생태공원,인천,남동구,1.0,66.0,3.6,0.0,0.6,3.8,,인천 남동구 논현동 1-55,126.7473723,37.41241003
동묘시장,서울,종로구,4.0,51.81818181818182,4.090909090909091,0.2727272727272727,1.3636363636363635,4.181818181818182,,서울 종로구 숭인동 239-9,127.0180892,37.57260013
백범광장,서울,중구,7.0,72.0,4.8,0.0,0.2,4.8,,서울 중구 회현동1가 100-115,126.9792487,37.55482844
송도센트럴파크 이스트보트하우스,인천,연수구,5.0,45.0,4.666666666666667,0.0,1.6666666666666667,3.8333333333333335,인천 연수구 컨벤시아대로 160,인천 연수구 송도동 24-5,126.6435921,37.39037056
한국잡월드,경기,성남시,13.0,270.0,4.333333333333333,0.1666666666666666,1.6666666666666667,4.166666666666667,경기 성남시 분당구 분당수서로 501,경기 성남시 분당구 정자동 4-6,127.106286,37.37848344
곤지암 리조트 생태하천,경기,광주시,1.0,66.0,5.0,0.6,4.0,5.0,경기 광주시 도척면 도척윗로 278,경기 광주시 도척면 도웅리 534,127.2968268,37.33706477
행주산성,경기,고양시,2.0,95.0,4.0,0.3333333333333333,1.5,3.6666666666666665,경기 고양시 덕양구 행주로15번길 89,경기 고양시 덕양구 행주내동 65-3,126.8287096,37.59610126
대불호텔 전시관,인천,중구,3.0,39.0,3.8,0.0,0.7,3.6,인천 중구 신포로23번길 101,인천 중구 중앙동1가 18,126.6199726,37.47356487
SETEC,서울,강남구,3.0,96.0,3.6,0.0,1.4,3.4,서울 강남구 남부순환로 3104,서울 강남구 대치동 514,127.072197,37.49590067
서울미술관 본관,서울,종로구,3.0,72.0,4.8,0.0,0.6,4.6,서울 종로구 자하문로 231,서울 종로구 부암동 202-4,126.9632266,37.59457642
경의선 숲길,서울,마포구,7.0,30.0,4.5,0.5,1.5,4.166666666666667,,,128.9488189,35.17027509
롯데백화점 인천점,인천,미추홀구,4.0,100.0,4.222222222222222,0.4444444444444444,0.4444444444444444,4.111111111111111,인천 미추홀구 연남로 35,인천 미추홀구 관교동 15,126.7015224,37.44240695
동막해수욕장,인천광역시,강화군,1.0,60.96774193548387,3.70967741935484,0.3548387096774194,1.903225806451613,3.645161290322581,해안남로 1481,,126.5213197,33.51796837
가든파이브,서울,송파구,4.0,78.0,4.2,0.8,0.2,4.6,서울 송파구 충민로 66,서울 송파구 문정동 634,127.1246444,37.47782241
원앙폭포,제주특별자치도,서귀포시,1.0,62.8125,4.3125,0.125,1.75,4.21875,제주특별자치도 서귀포시 돈내코로 137,제주특별자치도 서귀포시 상효동 1463,126.5813297,33.30017689
광치기해변,제주특별자치도,서귀포시,1.0,49.09090909090909,4.236363636363636,0.3818181818181818,1.2181818181818185,4.181818181818182,,제주특별자치도 서귀포시 성산읍 고성리 224-33,126.9238966,33.45231691
소천지,제주특별자치도,서귀포시,1.0,56.53846153846154,4.076923076923077,0.0769230769230769,1.2307692307692308,4.076923076923077,,제주특별자치도 서귀포시 보목동,126.5912648,33.23907593
청굴물,제주특별자치도,제주시,13.0,38.18181818181818,4.5,0.0,1.0,4.454545454545454,,제주특별자치도 제주시 구좌읍 김녕리 1296,126.7511575,33.55829187
섭지코지,제주특별자치도,서귀포시,1.0,57.607361963190186,4.460122699386503,0.4417177914110429,1.5460122699386505,4.276073619631902,,,126.9306092,33.42393807
금오름,제주특별자치도,제주시,1.0,63.10344827586207,4.505747126436781,0.1666666666666666,1.2873563218390804,4.298850574712644,,제주특별자치도 제주시 한림읍 금악리 산 1-1,126.3058389,33.35457233
제주동문재래시장,제주특별자치도,제주시,4.0,53.0635838150289,4.104046242774566,0.6647398843930635,1.745664739884393,4.173410404624278,제주특별자치도 제주시 관덕로14길 20,제주특별자치도 제주시 이도일동 1436-7,126.5260174,33.51158514
중문대포주상절리대,제주특별자치도,서귀포시,1.0,53.8235294117647,4.0588235294117645,0.4117647058823529,1.411764705882353,3.9705882352941178,제주특별자치도 서귀포시 이어도로 36-30,제주특별자치도 서귀포시 중문동 2768-1,126.4260174,33.23799399
용두암,제주특별자치도,제주시,1.0,36.22641509433962,3.811320754716981,0.3113207547169811,1.7075471698113207,3.783018867924529,제주특별자치도 제주시 용두암길 15,제주특별자치도 제주시 용담2동 483,126.5119571,33.51611062
호텔리젠트마린,경북,영덕군,1.0,65.0,4.416666666666667,0.3333333333333333,2.0,4.333333333333333,제주특별자치도 제주시 서부두2길 20,제주특별자치도 제주시 건입동 1443,126.5267519,33.51741943
도두동무지개해안도로,제주특별자치도,제주시,1.0,42.35294117647059,4.117647058823529,0.2745098039215686,1.96078431372549,3.9607843137254894,,제주특별자치도 제주시 도두일동 1734,126.4713384,33.50911801
드르쿰다in성산,제주특별자치도,서귀포시,13.0,98.4,4.08,0.04,2.24,4.04,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 64,제주특별자치도 서귀포시 성산읍 고성리 372-1,126.9190809,33.4445023
포도뮤지엄,제주특별자치도,서귀포시,3.0,58.333333333333336,4.444444444444445,0.1111111111111111,0.5,4.277777777777778,제주특별자치도 서귀포시 안덕면 산록남로 788,제주특별자치도 서귀포시 안덕면 상천리 837,126.3859695,33.31927276
카멜리아힐,제주특별자치도,서귀포시,1.0,79.6969696969697,4.343434343434343,0.3131313131313131,2.060606060606061,4.242424242424242,제주특별자치도 서귀포시 안덕면 병악로 166,제주특별자치도 서귀포시 안덕면 상창리 271,126.3700095,33.28963443
신비의도로,제주특별자치도,제주시,7.0,41.25,3.125,0.3125,2.3125,3.0,,제주특별자치도 제주시 노형동 291-16,126.4878893,33.45040276
협재해수욕장,제주특별자치도,제주시,1.0,73.1076923076923,4.523076923076923,0.5046153846153846,1.5353846153846151,4.498461538461538,제주특별자치도 제주시 한림읍 한림로 329-10,제주특별자치도 제주시 한림읍 협재리 2447,126.2391575,33.39386608
새별오름,제주특별자치도,제주시,1.0,62.30769230769231,4.527472527472527,0.2967032967032967,1.934065934065934,4.285714285714286,,제주특별자치도 제주시 애월읍 봉성리 산 59-8,126.3577307,33.36627759
백약이오름,제주특별자치도,서귀포시,1.0,51.0,4.2,0.3,1.3,4.1,,제주특별자치도 서귀포시 표선면 성읍리 산 1,126.7897582,33.43680941
한라산국립공원 영실탐방로,제주특별자치도,서귀포시,1.0,267.85714285714283,4.642857142857143,0.2142857142857142,1.2142857142857142,4.571428571428571,,제주특별자치도 서귀포시 영남동,126.5128719,33.35948456
독일마을,경남,남해군,7.0,120.0,3.923076923076923,0.4615384615384615,2.076923076923077,3.5384615384615383,경남 남해군 삼동면 독일로 89-7,,128.0377961,34.8008945
용머리해안,제주특별자치도,서귀포시,1.0,50.4,4.136,0.256,1.392,4.016,,제주특별자치도 서귀포시 안덕면 사계리,126.3147366,33.23165676
이승이오름,제주특별자치도,서귀포시,1.0,101.25,4.375,0.0,1.125,4.0,,제주특별자치도 서귀포시 남원읍 신례리 산 2-4,126.622239,33.34014979
제주동문재래야시장,제주특별자치도,제주시,4.0,60.96774193548387,4.290322580645161,0.5483870967741935,1.2903225806451613,4.193548387096774,제주특별자치도 제주시 관덕로14길 20,제주특별자치도 제주시 이도일동 1436-7,126.5260174,33.51158875
따라비오름,제주특별자치도,서귀포시,1.0,80.0,4.583333333333333,0.25,1.3333333333333333,4.25,,제주특별자치도 서귀포시 표선면 가시리 산 63,126.7528584,33.38870699
아쿠아플라넷 제주,제주특별자치도,서귀포시,6.0,159.54545454545453,4.590909090909091,0.3181818181818182,2.0454545454545454,4.363636363636363,제주특별자치도 서귀포시 성산읍 섭지코지로 95,제주특별자치도 서귀포시 성산읍 고성리 127-3,126.9278459,33.43306804
독도박물관,경북,울릉군,2.0,39.0,3.4,0.0,1.4,3.2,경북 울릉군 울릉읍 약수터길 90-17,경북 울릉군 울릉읍 도동리 581-1,130.9008907,37.48341254
헬로키티아일랜드,제주특별자치도,서귀포시,3.0,87.0,3.9,0.3,3.1,3.5,제주특별자치도 서귀포시 안덕면 한창로 340,제주특별자치도 서귀포시 안덕면 상창리 1963-2,126.3520703,33.28995334
돌염전,제주특별자치도,제주시,1.0,40.0,3.733333333333333,0.0,1.5333333333333334,3.466666666666667,,제주특별자치도 제주시 애월읍 구엄리,126.3765205,33.48341383
스누피가든,제주특별자치도,제주시,13.0,133.91304347826087,4.543478260869565,0.0869565217391304,2.101449275362319,4.355072463768116,제주특별자치도 제주시 구좌읍 금백조로 916,제주특별자치도 제주시 구좌읍 송당리 2303-1,126.7796675,33.44335922
고성오일시장,제주특별자치도,서귀포시,4.0,30.0,3.2,0.0,1.0,3.0,제주특별자치도 서귀포시 성산읍 고성오조로 93,제주특별자치도 서귀포시 성산읍 고성리 1182,126.9133003,33.45199259
함덕해수욕장,제주특별자치도,제주시,1.0,67.44920993227991,4.54176072234763,0.5304740406320542,1.4334085778781038,4.501128668171558,제주특별자치도 제주시 조천읍 조함해안로 525,제주특별자치도 제주시 조천읍 함덕리 1004-10,126.6692389,33.54306157
올레야시장,제주특별자치도,서귀포시,4.0,51.42857142857143,4.714285714285714,0.2857142857142857,1.2857142857142858,4.714285714285714,제주특별자치도 서귀포시 중정로61번길 20,제주특별자치도 서귀포시 서귀동 276-19,126.5628483,33.24954102
제주민속촌,제주특별자치도,서귀포시,2.0,99.42857142857144,3.971428571428572,0.1142857142857142,2.342857142857143,3.7714285714285714,제주특별자치도 서귀포시 표선면 민속해안로 631-34,제주특별자치도 서귀포시 표선면 표선리 40-1,126.8422973,33.32239595
노블피아,충북,단양군,1.0,72.76595744680851,4.191489361702128,0.1914893617021276,1.3617021276595744,3.5319148936170213,제주특별자치도 서귀포시 명동로 46,제주특별자치도 서귀포시 서귀동 182,126.5668556,33.24728113
검멀레해변,제주특별자치도,제주시,1.0,39.86842105263158,4.4868421052631575,0.1710526315789473,1.5394736842105263,4.302631578947368,제주특별자치도 제주시 우도면 우도해안길 627,제주특별자치도 제주시 우도면 연평리,126.9669025,33.49717101
월정리해수욕장,제주특별자치도,제주시,1.0,46.95652173913044,4.3478260869565215,0.5,1.1956521739130437,4.304347826086956,,제주특별자치도 제주시 구좌읍 월정리 33-3,126.7958051,33.55646939
서귀포치유의숲,제주특별자치도,서귀포시,2.0,125.71428571428572,4.0,0.0476190476190476,0.9523809523809524,3.857142857142857,제주특별자치도 서귀포시 산록남로 2271,제주특별자치도 서귀포시 호근동 산 4,126.5279042,33.29193935
비진도해수욕장,경남,통영시,1.0,210.0,5.0,0.4,2.0,5.0,경남 통영시 한산면 외항길 48-29,경남 통영시 한산면 비진리 353,128.4599625,34.72051894
산양큰엉곶,제주특별자치도,제주시,1.0,83.82352941176471,3.882352941176471,0.0294117647058823,1.7647058823529411,3.588235294117647,,제주특별자치도 제주시 한경면 청수리 956-6,126.2506311,33.29092307
제주문화예술진흥원 제주문예회관,제주특별자치도,제주시,3.0,85.0,4.833333333333333,0.3333333333333333,1.1666666666666667,4.833333333333333,제주특별자치도 제주시 동광로 69,제주특별자치도 제주시 일도2동 852,126.5352076,33.50458394
법환포구,제주특별자치도,서귀포시,1.0,41.53846153846154,4.153846153846154,0.2307692307692307,1.4615384615384617,4.076923076923077,,제주특별자치도 서귀포시 법환동 286-3,126.5156065,33.23726072
수목원테마파크,제주특별자치도,제주시,6.0,84.0,3.466666666666667,0.2666666666666666,1.6,3.333333333333333,제주특별자치도 제주시 은수길 69,제주특별자치도 제주시 연동 1320,126.4882266,33.47060712
항파두리 항몽유적지,제주특별자치도,제주시,2.0,40.90909090909091,3.909090909090909,0.0909090909090909,1.0,3.772727272727273,제주특별자치도 제주시 애월읍 항파두리로 50,제주특별자치도 제주시 애월읍 상귀리 1012,126.4079226,33.45274787
국립제주박물관,제주특별자치도,제주시,2.0,74.61538461538461,4.410256410256411,0.0256410256410256,1.5897435897435896,4.076923076923077,제주특별자치도 제주시 일주동로 17,제주특별자치도 제주시 건입동 261,126.5488761,33.51359629
용담해안도로,제주특별자치도,제주시,7.0,39.54545454545455,4.363636363636363,0.5454545454545454,1.2727272727272727,4.454545454545454,,제주특별자치도 제주시 용담2동,126.5095606,33.51582707
허니문하우스,제주특별자치도,서귀포시,1.0,61.66666666666666,4.277777777777778,0.0555555555555555,1.3333333333333333,3.888888888888889,제주특별자치도 서귀포시 칠십리로 228-13,제주특별자치도 서귀포시 토평동 511,126.5787127,33.24415532
비자림,제주특별자치도,제주시,1.0,75.46153846153847,4.346153846153846,0.2692307692307692,1.5769230769230769,4.130769230769231,제주특별자치도 제주시 구좌읍 비자숲길 55,제주특별자치도 제주시 구좌읍 평대리 3161-1,126.8099875,33.49040837
학동흑진주몽돌해변,경남,거제시,1.0,56.25,4.75,0.375,1.375,4.75,경남 거제시 동부면 학동6길 18-1,경남 거제시 동부면 학동리 295-1,128.6415262,34.77466779
신양섭지해수욕장,제주특별자치도,서귀포시,1.0,53.47826086956522,3.739130434782609,0.2608695652173913,1.6956521739130437,3.739130434782609,제주특별자치도 서귀포시 성산읍 섭지코지로 88,제주특별자치도 서귀포시 성산읍 고성리 186-2,126.9234728,33.43510307
닭머르,제주특별자치도,제주시,1.0,38.07692307692308,4.423076923076923,0.0,0.8846153846153846,4.1923076923076925,,제주특별자치도 제주시 조천읍 신촌리 3403,126.6118969,33.53647489
아르떼뮤지엄 제주,제주특별자치도,제주시,3.0,84.25531914893617,4.319148936170213,0.0425531914893617,1.5957446808510638,3.765957446808511,제주특별자치도 제주시 애월읍 어림비로 478,제주특별자치도 제주시 애월읍 어음리 1503,126.3450106,33.39670048
수월봉,제주특별자치도,제주시,1.0,48.26086956521739,4.521739130434782,0.217391304347826,1.0434782608695652,4.521739130434782,,제주특별자치도 제주시 한경면 고산리 3760,126.1631086,33.29476974
창꼼,제주특별자치도,제주시,1.0,35.0,4.5,0.0833333333333333,1.1666666666666667,4.083333333333333,,제주특별자치도 제주시 조천읍 북촌리 403-9,126.7000025,33.55294203
월령선인장군락지,제주특별자치도,제주시,1.0,32.0,4.8,0.2666666666666666,1.2,4.666666666666667,,제주특별자치도 제주시 한림읍 월령리 359-4,126.2154316,33.37787925
신흥해수욕장,전남,완도군,1.0,78.75,4.625,0.0,1.0,4.5,,제주특별자치도 제주시 조천읍 신흥리,126.6487379,33.551783
아침미소목장,제주특별자치도,제주시,13.0,78.57142857142857,4.428571428571429,0.119047619047619,1.8571428571428568,4.309523809523809,제주특별자치도 제주시 첨단동길 160-20,제주특별자치도 제주시 월평동 155,126.5860158,33.45475699
제주레일바이크,제주특별자치도,제주시,13.0,54.70588235294117,4.352941176470588,0.0588235294117647,1.5294117647058822,4.117647058823529,제주특별자치도 제주시 구좌읍 용눈이오름로 641,제주특별자치도 제주시 구좌읍 종달리 4639,126.8369456,33.46462116
쇠소깍,제주특별자치도,서귀포시,1.0,57.21649484536083,4.175257731958763,0.268041237113402,1.731958762886598,3.989690721649485,,,126.6224051,33.25424607
다락쉼터 인증센터,제주특별자치도,제주시,13.0,35.0,4.5,0.1666666666666666,0.8333333333333334,4.833333333333333,,제주특별자치도 제주시 애월읍 고내리 462,126.3400567,33.46942267
천제연폭포,제주특별자치도,서귀포시,1.0,54.82758620689656,4.327586206896552,0.2068965517241379,1.5689655172413792,4.120689655172414,제주특별자치도 서귀포시 천제연로 132,제주특별자치도 서귀포시 중문동 2232,126.4183754,33.25267658
남원큰엉해변,제주특별자치도,서귀포시,1.0,42.16216216216216,4.243243243243243,0.081081081081081,1.6756756756756757,4.162162162162162,제주특별자치도 서귀포시 남원읍 태위로 522-17,제주특별자치도 서귀포시 남원읍 남원리 2379-3,126.70371,33.27335018
자구리문화예술공원,제주특별자치도,서귀포시,1.0,56.66666666666666,3.7777777777777777,0.4444444444444444,0.4444444444444444,3.7777777777777777,제주특별자치도 서귀포시 칠십리로 120-12,제주특별자치도 서귀포시 서귀동 6,126.5673829,33.24174695
한라산1100고지,제주특별자치도,서귀포시,1.0,48.46153846153846,4.307692307692308,0.4615384615384615,1.3846153846153846,4.384615384615385,,제주특별자치도 서귀포시 색달동 산 1-2,126.4622197,33.35807817
바이나흐튼 크리스마스박물관,제주특별자치도,서귀포시,2.0,45.0,3.5,0.0,1.3333333333333333,3.5,제주특별자치도 서귀포시 안덕면 평화로 654,제주특별자치도 서귀포시 안덕면 서광리 456,126.3278579,33.29157208
